Year,Month,Operating_Airline,Passenger_Count
2009,07,Southwest Airlines,517526
2009,07,Sun Country Airlines,15452
2009,07,"TACA International Airlines, S.A.",22940
2009,07,US Airways,325772
2009,07,United Airlines,303086
2009,07,United Airlines - Pre 07/01/2013,2354160
2009,07,Virgin America,443832
2009,07,Virgin Atlantic,41034
2009,07,WestJet Airlines,6420
2009,07,World Airways,1028
2009,08,"Aer Lingus, Ltd.",17418
2009,08,Aeromexico,15578
2009,08,Air Canada,144750
2009,08,Air China,22082
2009,08,Air France,52836
2009,08,Air New Zealand,22042
2009,08,AirTran Airways,81696
2009,08,Alaska Airlines,166126
2009,08,All Nippon Airways,26894
2009,08,American Airlines,590128
2009,08,American Eagle Airlines,19668
2009,08,Asiana Airlines,19568
2009,08,British Airways,80734
2009,08,Cathay Pacific,80106
2009,08,China Airlines,44102
2009,08,Delta Air Lines,340396
2009,08,EVA Airways,56594
2009,08,Emirates,28474
2009,08,Frontier Airlines,61648
2009,08,Hawaiian Airlines,30458
2009,08,Horizon Air,37074
2009,08,Japan Airlines,29058
2009,08,JetBlue Airways,100790
2009,08,KLM Royal Dutch Airlines,50668
2009,08,Korean Air Lines,30300
2009,08,Lufthansa German Airlines,79428
2009,08,Mexicana Airlines,41926
2009,08,Midwest Airlines,11414
2009,08,Northwest Airlines (became Delta),282542
2009,08,Philippine Airlines,39836
2009,08,Qantas Airways,23238
2009,08,Singapore Airlines,58094
2009,08,SkyWest Airlines,553882
2009,08,Southwest Airlines,531128
2009,08,Sun Country Airlines,15780
2009,08,"TACA International Airlines, S.A.",20158
2009,08,US Airways,314172
2009,08,United Airlines,308786
2009,08,United Airlines - Pre 07/01/2013,2356160
2009,08,Virgin America,468186
2009,08,Virgin Atlantic,40956
2009,08,WestJet Airlines,6462
2009,09,"Aer Lingus, Ltd.",11760
2009,09,Aeromexico,9154
2009,09,Air Canada,116156
2009,09,Air China,19404
2009,09,Air France,50878
2009,09,Air New Zealand,20920
2009,09,AirTran Airways,52640
2009,09,Alaska Airlines,148016
2009,09,All Nippon Airways,25278
2009,09,American Airlines,546796
2009,09,American Eagle Airlines,7444
2009,09,Asiana Airlines,18532
2009,09,British Airways,77536
2009,09,Cathay Pacific,61974
2009,09,China Airlines,35132
2009,09,Delta Air Lines,255458
2009,09,EVA Airways,41152
2009,09,Emirates,23320
2009,09,Frontier Airlines,56160
2009,09,Hawaiian Airlines,27582
2009,09,Horizon Air,34384
2009,09,Japan Airlines,27146
2009,09,JetBlue Airways,82702
2009,09,KLM Royal Dutch Airlines,48402
2009,09,Korean Air Lines,17682
2009,09,Lufthansa German Airlines,73888
2009,09,Mexicana Airlines,28244
2009,09,Midwest Airlines,10154
2009,09,Northwest Airlines (became Delta),231176
2009,09,Philippine Airlines,29892
2009,09,Qantas Airways,20108
2009,09,Singapore Airlines,49974
2009,09,SkyWest Airlines,517648
2009,09,Southwest Airlines,509832
2009,09,Sun Country Airlines,11720
2009,09,"TACA International Airlines, S.A.",14692
2009,09,US Airways,276712
2009,09,United Airlines,243762
2009,09,United Airlines - Pre 07/01/2013,2071392
2009,09,Virgin America,432258
2009,09,Virgin Atlantic,40252
2009,09,WestJet Airlines,5740
2009,10,"Aer Lingus, Ltd.",8334
2009,10,Aeromexico,10018
2009,10,Air Canada,82816
2009,10,Air China,21484
2009,10,Air France,47452
2009,10,Air New Zealand,20196
2009,10,AirTran Airways,45932
2009,10,Alaska Airlines,154228
2009,10,All Nippon Airways,26896
2009,10,American Airlines,588282
2009,10,American Eagle Airlines,7568
2009,10,Asiana Airlines,17164
2009,10,British Airways,76824
2009,10,Cathay Pacific,69452
2009,10,China Airlines,33132
2009,10,Delta Air Lines,265160
2009,10,EVA Airways,43560
2009,10,Emirates,27542
2009,10,Frontier Airlines,58734
2009,10,Hawaiian Airlines,30382
2009,10,Horizon Air,33908
2009,10,Japan Airlines,27268
2009,10,JetBlue Airways,84400
2009,10,KLM Royal Dutch Airlines,43502
2009,10,Korean Air Lines,16920
2009,10,Lufthansa German Airlines,76048
2009,10,Mexicana Airlines,38146
2009,10,Midwest Airlines,9496
2009,10,Northwest Airlines (became Delta),217742
2009,10,Philippine Airlines,29968
2009,10,Qantas Airways,21586
2009,10,Singapore Airlines,53704
2009,10,SkyWest Airlines,518046
2009,10,Southwest Airlines,562152
2009,10,Sun Country Airlines,124
2009,10,"TACA International Airlines, S.A.",14018
2009,10,US Airways,288532
2009,10,United Airlines,251912
2009,10,United Airlines - Pre 07/01/2013,2080142
2009,10,Virgin America,450992
2009,10,Virgin Atlantic,39530
2009,10,WestJet Airlines,5564
2009,11,Aeromexico,10116
2009,11,Air Canada,60160
2009,11,Air China,18114
2009,11,Air France,28178
2009,11,Air New Zealand,21592
2009,11,AirTran Airways,45932
2009,11,Alaska Airlines,153290
2009,11,All Nippon Airways,25948
2009,11,American Airlines,531964
2009,11,American Eagle Airlines,4216
2009,11,Asiana Airlines,17392
2009,11,British Airways,57094
2009,11,Cathay Pacific,78808
2009,11,China Airlines,40624
2009,11,Delta Air Lines,233772
2009,11,EVA Airways,51006
2009,11,Emirates,31930
2009,11,Frontier Airlines,55470
2009,11,Hawaiian Airlines,28372
2009,11,Horizon Air,33374
2009,11,Japan Airlines,26024
2009,11,JetBlue Airways,68248
2009,11,KLM Royal Dutch Airlines,25114
2009,11,Korean Air Lines,14770
2009,11,Lufthansa German Airlines,65622
2009,11,Mexicana Airlines,39074
2009,11,Midwest Airlines,8930
2009,11,Northwest Airlines (became Delta),195696
2009,11,Philippine Airlines,29880
2009,11,Qantas Airways,18128
2009,11,Singapore Airlines,52862
2009,11,SkyWest Airlines,505668
2009,11,Southwest Airlines,523230
2009,11,Sun Country Airlines,3386
2009,11,"TACA International Airlines, S.A.",15238
2009,11,US Airways,250262
2009,11,United Airlines,217340
2009,11,United Airlines - Pre 07/01/2013,1891652
2009,11,Virgin America,435088
2009,11,Virgin Atlantic,29404
2009,12,Aeromexico,10666
2009,12,Air Canada,66300
2009,12,Air China,21752
2009,12,Air France,29670
2009,12,Air New Zealand,24042
2009,12,AirTran Airways,44382
2009,12,Alaska Airlines,158728
2009,12,All Nippon Airways,27024
2009,12,American Airlines,519146
2009,12,Asiana Airlines,19076
2009,12,British Airways,47538
2009,12,Cathay Pacific,83244
2009,12,China Airlines,42314
2009,12,Delta Air Lines,238600
2009,12,EVA Airways,56032
2009,12,Emirates,36406
2009,12,Frontier Airlines,51328
2009,12,Hawaiian Airlines,28592
2009,12,Horizon Air,34950
2009,12,Japan Airlines,27330
2009,12,JetBlue Airways,78910
2009,12,KLM Royal Dutch Airlines,26210
2009,12,Korean Air Lines,17736
2009,12,Lufthansa German Airlines,67508
2009,12,Mesa Airlines,9174
2009,12,Mesaba Airlines,6918
2009,12,Mexicana Airlines,42736
2009,12,Midwest Airlines,9196
2009,12,Northwest Airlines (became Delta),196680
2009,12,Philippine Airlines,40354
2009,12,Qantas Airways,17260
2009,12,Singapore Airlines,58060
2009,12,SkyWest Airlines,508894
2009,12,Southwest Airlines,513352
2009,12,Sun Country Airlines,11798
2009,12,"TACA International Airlines, S.A.",23108
2009,12,US Airways,235828
2009,12,United Airlines,242600
2009,12,United Airlines - Pre 07/01/2013,1998906
2009,12,Virgin America,445166
2009,12,Virgin Atlantic,30904
2010,01,Aeromexico,10644
2010,01,Air Canada,54832
2010,01,Air China,21326
2010,01,Air France,28602
2010,01,Air New Zealand,26326
2010,01,AirTran Airways,29904
2010,01,Alaska Airlines,127856
2010,01,All Nippon Airways,27228
2010,01,American Airlines,464064
2010,01,Asiana Airlines,20028
2010,01,British Airways,46090
2010,01,Cathay Pacific,87232
2010,01,China Airlines,45204
2010,01,Delta Air Lines,209992
2010,01,EVA Airways,58532
2010,01,Emirates,35028
2010,01,Frontier Airlines,45520
2010,01,Hawaiian Airlines,28218
2010,01,Horizon Air,31630
2010,01,Japan Airlines,27292
2010,01,JetBlue Airways,99742
2010,01,KLM Royal Dutch Airlines,24816
2010,01,Korean Air Lines,18596
2010,01,Lufthansa German Airlines,67360
2010,01,Mesa Airlines,1804
2010,01,Mesaba Airlines,6086
2010,01,Mexicana Airlines,45170
2010,01,Midwest Airlines,6728
2010,01,Northwest Airlines (became Delta),168346
2010,01,Philippine Airlines,46320
2010,01,Qantas Airways,17868
2010,01,Singapore Airlines,59264
2010,01,SkyWest Airlines,470192
2010,01,Southwest Airlines,426214
2010,01,Sun Country Airlines,2032
2010,01,"TACA International Airlines, S.A.",20490
2010,01,US Airways,218370
2010,01,United Airlines,201862
2010,01,United Airlines - Pre 07/01/2013,1843924
2010,01,Virgin America,369498
2010,01,Virgin Atlantic,30702
2010,02,Aeromexico,9686
2010,02,Air Canada,58228
2010,02,Air China,18706
2010,02,Air France,23690
2010,02,Air New Zealand,20686
2010,02,AirTran Airways,24584
2010,02,Alaska Airlines,116474
2010,02,All Nippon Airways,23176
2010,02,American Airlines,414294
2010,02,Asiana Airlines,17432
2010,02,British Airways,51762
2010,02,Cathay Pacific,69290
2010,02,China Airlines,31808
2010,02,Delta Air Lines,341462
2010,02,EVA Airways,45898
2010,02,Emirates,28136
2010,02,Frontier Airlines,44116
2010,02,Hawaiian Airlines,24092
2010,02,Horizon Air,30998
2010,02,Japan Airlines,22624
2010,02,JetBlue Airways,102628
2010,02,KLM Royal Dutch Airlines,20948
2010,02,Korean Air Lines,14704
2010,02,Lufthansa German Airlines,46954
2010,02,Mesa Airlines,25010
2010,02,Mesaba Airlines,10412
2010,02,Mexicana Airlines,38124
2010,02,Midwest Airlines,6954
2010,02,Philippine Airlines,37452
2010,02,Qantas Airways,13614
2010,02,Singapore Airlines,49174
2010,02,SkyWest Airlines,426888
2010,02,Southwest Airlines,379304
2010,02,"TACA International Airlines, S.A.",14336
2010,02,US Airways,157982
2010,02,United Airlines,172714
2010,02,United Airlines - Pre 07/01/2013,1724196
2010,02,Virgin America,345004
2010,02,Virgin Atlantic,27182
2010,03,Aeromexico,11952
2010,03,Air Canada,69990
2010,03,Air China,20804
2010,03,Air France,33694
2010,03,Air New Zealand,21944
2010,03,AirTran Airways,32142
2010,03,Alaska Airlines,134268
2010,03,All Nippon Airways,25332
2010,03,American Airlines,526948
2010,03,Asiana Airlines,18196
2010,03,British Airways,53814
2010,03,Cathay Pacific,81592
2010,03,China Airlines,41004
2010,03,Delta Air Lines,446888
2010,03,EVA Airways,49186
2010,03,Emirates,35758
2010,03,Frontier Airlines,52936
2010,03,Hawaiian Airlines,30956
2010,03,Horizon Air,35838
2010,03,Japan Airlines,26902
2010,03,JetBlue Airways,122174
2010,03,KLM Royal Dutch Airlines,28528
2010,03,Korean Air Lines,16562
2010,03,Lufthansa German Airlines,68674
2010,03,Mesa Airlines,43702
2010,03,Mesaba Airlines,15676
2010,03,Mexicana Airlines,42320
2010,03,Midwest Airlines,10280
2010,03,Philippine Airlines,44722
2010,03,Qantas Airways,15812
2010,03,Singapore Airlines,57626
2010,03,SkyWest Airlines,537204
2010,03,Southwest Airlines,466508
2010,03,"TACA International Airlines, S.A.",16526
2010,03,US Airways,177652
2010,03,United Airlines,218852
2010,03,United Airlines - Pre 07/01/2013,2129298
2010,03,Virgin America,415340
2010,03,Virgin Atlantic,34316
2010,04,Aeromexico,12696
2010,04,Air Canada,72476
2010,04,Air China,27856
2010,04,Air France,39550
2010,04,Air New Zealand,20532
2010,04,AirTran Airways,43214
2010,04,Alaska Airlines,141974
2010,04,All Nippon Airways,23678
2010,04,American Airlines,550878
2010,04,Asiana Airlines,17774
2010,04,British Airways,55702
2010,04,Cathay Pacific,80510
2010,04,China Airlines,35800
2010,04,Delta Air Lines,466622
2010,04,EVA Airways,48350
2010,04,Emirates,35172
2010,04,Frontier Airlines,53018
2010,04,Hawaiian Airlines,27990
2010,04,Horizon Air,33542
2010,04,Japan Airlines,22284
2010,04,JetBlue Airways,133750
2010,04,KLM Royal Dutch Airlines,34716
2010,04,Korean Air Lines,15088
2010,04,Lufthansa German Airlines,56512
2010,04,Mesa Airlines,46306
2010,04,Mesaba Airlines,16262
2010,04,Mexicana Airlines,40450
2010,04,Midwest Airlines,14820
2010,04,Philippine Airlines,43740
2010,04,Qantas Airways,16850
2010,04,Singapore Airlines,54718
2010,04,SkyWest Airlines,514920
2010,04,Southwest Airlines,459960
2010,04,"TACA International Airlines, S.A.",15404
2010,04,US Airways,188894
2010,04,United Airlines,228756
2010,04,United Airlines - Pre 07/01/2013,2147116
2010,04,Virgin America,409074
2010,04,Virgin Atlantic,31164
2010,05,Aeromexico,12902
2010,05,Air Berlin,4618
2010,05,Air Canada,93906
2010,05,Air China,29210
2010,05,Air France,50974
2010,05,Air New Zealand,22968
2010,05,AirTran Airways,53262
2010,05,Alaska Airlines,140498
2010,05,All Nippon Airways,25174
2010,05,American Airlines,565880
2010,05,Asiana Airlines,18878
2010,05,British Airways,64650
2010,05,Cathay Pacific,87798
2010,05,China Airlines,45516
2010,05,Delta Air Lines,529370
2010,05,EVA Airways,56332
2010,05,Emirates,37732
2010,05,Frontier Airlines,64230
2010,05,Hawaiian Airlines,30014
2010,05,Horizon Air,35050
2010,05,Japan Airlines,26866
2010,05,JetBlue Airways,155134
2010,05,KLM Royal Dutch Airlines,42244
2010,05,Korean Air Lines,16408
2010,05,Lufthansa German Airlines,71178
2010,05,Mesa Airlines,42866
2010,05,Mesaba Airlines,1064
2010,05,Mexicana Airlines,38542
2010,05,Philippine Airlines,48250
2010,05,Qantas Airways,16374
2010,05,Republic Airlines,22880
2010,05,Servisair,292
2010,05,Singapore Airlines,58836
2010,05,SkyWest Airlines,532496
2010,05,Southwest Airlines,486184
2010,05,Sun Country Airlines,3578
2010,05,"TACA International Airlines, S.A.",15894
2010,05,US Airways,226478
2010,05,United Airlines,251196
2010,05,United Airlines - Pre 07/01/2013,2272466
2010,05,Virgin America,404978
2010,05,Virgin Atlantic,40546
2010,05,WestJet Airlines,16998
2010,06,Aeromexico,14480
2010,06,Air Berlin,9412
2010,06,Air Canada,124054
2010,06,Air China,27790
2010,06,Air France,55142
2010,06,Air New Zealand,22892
2010,06,AirTran Airways,91472
2010,06,Alaska Airlines,170382
2010,06,All Nippon Airways,27594
2010,06,American Airlines,575832
2010,06,Asiana Airlines,19978
2010,06,British Airways,64650
2010,06,Cathay Pacific,86288
2010,06,China Airlines,43682
2010,06,Delta Air Lines,625610
2010,06,EVA Airways,57224
2010,06,Emirates,38634
2010,06,Frontier Airlines,70814
2010,06,Hawaiian Airlines,29434
2010,06,Horizon Air,41970
2010,06,Japan Airlines,26550
2010,06,JetBlue Airways,155608
2010,06,KLM Royal Dutch Airlines,42420
2010,06,Korean Air Lines,25856
2010,06,Lufthansa German Airlines,73274
2010,06,Mesa Airlines,38912
2010,06,Mesaba Airlines,282
2010,06,Mexicana Airlines,45152
2010,06,Pacific Aviation,640
2010,06,Philippine Airlines,46806
2010,06,Qantas Airways,17472
2010,06,Republic Airlines,24918
2010,06,Singapore Airlines,59672
2010,06,SkyWest Airlines,580332
2010,06,Southwest Airlines,518782
2010,06,Sun Country Airlines,10666
2010,06,Swiss International,21542
2010,06,"TACA International Airlines, S.A.",20412
2010,06,US Airways,236168
2010,06,United Airlines,288066
2010,06,United Airlines - Pre 07/01/2013,2328894
2010,06,Virgin America,404166
2010,06,Virgin Atlantic,42776
2010,06,WestJet Airlines,19072
2010,07,Aeromexico,13240
2010,07,Air Berlin,9762
2010,07,Air Canada,151378
2010,07,Air China,28864
2010,07,Air France,66344
2010,07,Air New Zealand,23004
2010,07,AirTran Airways,96154
2010,07,Alaska Airlines,184208
2010,07,All Nippon Airways,27192
2010,07,American Airlines,605818
2010,07,Asiana Airlines,19344
2010,07,British Airways,77562
2010,07,Cathay Pacific,87042
2010,07,China Airlines,41970
2010,07,Delta Air Lines,648904
2010,07,EVA Airways,54802
2010,07,Emirates,39004
2010,07,Frontier Airlines,71700
2010,07,Hawaiian Airlines,30650
2010,07,Horizon Air,43934
2010,07,Japan Airlines,27306
2010,07,JetBlue Airways,155814
2010,07,KLM Royal Dutch Airlines,43024
2010,07,Korean Air Lines,30052
2010,07,LAN Peru,12860
2010,07,Lufthansa German Airlines,76814
2010,07,Mesa Airlines,38912
2010,07,Mexicana Airlines,47060
2010,07,Philippine Airlines,45556
2010,07,Qantas Airways,20632
2010,07,Republic Airlines,24950
2010,07,Singapore Airlines,60434
2010,07,SkyWest Airlines,607278
2010,07,Southwest Airlines,530878
2010,07,Sun Country Airlines,15718
2010,07,Swiss International,22724
2010,07,"TACA International Airlines, S.A.",26054
2010,07,US Airways,247172
2010,07,United Airlines,310482
2010,07,United Airlines - Pre 07/01/2013,2374886
2010,07,Virgin America,417060
2010,07,Virgin Atlantic,42394
2010,07,WestJet Airlines,32712
2010,08,Aeromexico,14666
2010,08,Air Berlin,8758
2010,08,Air Canada,139380
2010,08,Air China,30178
2010,08,Air France,64212
2010,08,Air New Zealand,22034
2010,08,AirTran Airways,97694
2010,08,Alaska Airlines,184250
2010,08,All Nippon Airways,25998
2010,08,American Airlines,598860
2010,08,Asiana Airlines,18878
2010,08,British Airways,78350
2010,08,Cathay Pacific,84344
2010,08,China Airlines,42704
2010,08,Delta Air Lines,641584
2010,08,EVA Airways,54062
2010,08,Emirates,36264
2010,08,Frontier Airlines,71540
2010,08,Hawaiian Airlines,30350
2010,08,Horizon Air,43230
2010,08,Japan Airlines,26748
2010,08,JetBlue Airways,158214
2010,08,KLM Royal Dutch Airlines,44686
2010,08,Korean Air Lines,33960
2010,08,LAN Peru,12128
2010,08,Lufthansa German Airlines,75292
2010,08,Mesa Airlines,38134
2010,08,Mesaba Airlines,7158
2010,08,Mexicana Airlines,29450
2010,08,Philippine Airlines,41420
2010,08,Qantas Airways,16074
2010,08,Republic Airlines,25552
2010,08,Servisair,472
2010,08,Singapore Airlines,59118
2010,08,SkyWest Airlines,599366
2010,08,Southwest Airlines,540710
2010,08,Sun Country Airlines,15592
2010,08,Swiss International,22404
2010,08,"TACA International Airlines, S.A.",25308
2010,08,US Airways,263298
2010,08,United Airlines,298880
2010,08,United Airlines - Pre 07/01/2013,2415176
2010,08,Virgin America,428412
2010,08,Virgin Atlantic,43832
2010,08,WestJet Airlines,34964
2010,09,Aeromexico,13428
2010,09,Air Berlin,9400
2010,09,Air Canada,109504
2010,09,Air China,26980
2010,09,Air France,52912
2010,09,Air New Zealand,23828
2010,09,AirTran Airways,64782
2010,09,Alaska Airlines,165576
2010,09,All Nippon Airways,23874
2010,09,American Airlines,539804
2010,09,Asiana Airlines,19124
2010,09,British Airways,76758
2010,09,Cathay Pacific,77666
2010,09,China Airlines,34296
2010,09,Delta Air Lines,552046
2010,09,EVA Airways,39072
2010,09,Emirates,32004
2010,09,Frontier Airlines,66850
2010,09,Hawaiian Airlines,28216
2010,09,Horizon Air,35888
2010,09,Japan Airlines,26236
2010,09,JetBlue Airways,132022
2010,09,KLM Royal Dutch Airlines,43714
2010,09,Korean Air Lines,25498
2010,09,LAN Peru,10822
2010,09,Lufthansa German Airlines,72758
2010,09,Mesa Airlines,37838
2010,09,Mesaba Airlines,19510
2010,09,Philippine Airlines,36098
2010,09,Qantas Airways,17482
2010,09,Republic Airlines,17904
2010,09,Singapore Airlines,52710
2010,09,SkyWest Airlines,533582
2010,09,Southwest Airlines,503272
2010,09,Sun Country Airlines,15344
2010,09,Swiss International,22166
2010,09,"TACA International Airlines, S.A.",17160
2010,09,US Airways,251738
2010,09,United Airlines,255704
2010,09,United Airlines - Pre 07/01/2013,2191700
2010,09,Virgin America,367718
2010,09,Virgin Atlantic,42456
2010,09,WestJet Airlines,27290
2010,10,Aeromexico,13944
2010,10,Air Berlin,6288
2010,10,Air Canada,93564
2010,10,Air China,28152
2010,10,Air France,50918
2010,10,Air New Zealand,23998
2010,10,AirTran Airways,63168
2010,10,Alaska Airlines,153232
2010,10,All Nippon Airways,27562
2010,10,American Airlines,594782
2010,10,Asiana Airlines,17748
2010,10,British Airways,74530
2010,10,Cathay Pacific,83272
2010,10,China Airlines,34260
2010,10,Delta Air Lines,559798
2010,10,EVA Airways,36888
2010,10,Emirates,32290
2010,10,Frontier Airlines,84692
2010,10,Hawaiian Airlines,29532
2010,10,Horizon Air,35142
2010,10,Japan Airlines,25272
2010,10,JetBlue Airways,154684
2010,10,KLM Royal Dutch Airlines,42490
2010,10,Korean Air Lines,24188
2010,10,LAN Peru,12506
2010,10,Lufthansa German Airlines,74004
2010,10,Mesa Airlines,38168
2010,10,Mesaba Airlines,5384
2010,10,Philippine Airlines,41092
2010,10,Qantas Airways,16672
2010,10,Singapore Airlines,57262
2010,10,SkyWest Airlines,537982
2010,10,Southwest Airlines,552812
2010,10,Sun Country Airlines,9876
2010,10,Swiss International,22404
2010,10,"TACA International Airlines, S.A.",16706
2010,10,US Airways,268000
2010,10,United Airlines,273264
2010,10,United Airlines - Pre 07/01/2013,2273104
2010,10,Virgin America,426102
2010,10,Virgin Atlantic,41380
2010,10,WestJet Airlines,23088
2010,11,Aeromexico,13164
2010,11,Air Canada,73662
2010,11,Air China,25852
2010,11,Air France,28468
2010,11,Air New Zealand,22398
2010,11,AirTran Airways,53352
2010,11,Alaska Airlines,152822
2010,11,All Nippon Airways,26006
2010,11,American Airlines,510400
2010,11,Asiana Airlines,16454
2010,11,British Airways,58770
2010,11,Cathay Pacific,78864
2010,11,China Airlines,35454
2010,11,Delta Air Lines,488912
2010,11,EVA Airways,38014
2010,11,Emirates,33696
2010,11,Frontier Airlines,69876
2010,11,Hawaiian Airlines,28334
2010,11,Horizon Air,28254
2010,11,Japan Airlines,21310
2010,11,JetBlue Airways,135130
2010,11,KLM Royal Dutch Airlines,29786
2010,11,Korean Air Lines,15590
2010,11,LAN Peru,12158
2010,11,Lufthansa German Airlines,66364
2010,11,Mesa Airlines,28940
2010,11,Philippine Airlines,39448
2010,11,Qantas Airways,16816
2010,11,Singapore Airlines,56530
2010,11,SkyWest Airlines,562064
2010,11,Southwest Airlines,522494
2010,11,Sun Country Airlines,9762
2010,11,Swiss International,18994
2010,11,"TACA International Airlines, S.A.",16518
2010,11,US Airways,242338
2010,11,United Airlines,233238
2010,11,United Airlines - Pre 07/01/2013,2041736
2010,11,Virgin America,445746
2010,11,Virgin Atlantic,29604
2010,12,Aeromexico,14494
2010,12,Air Canada,82060
2010,12,Air China,28604
2010,12,Air France,25108
2010,12,Air New Zealand,29970
2010,12,AirTran Airways,54224
2010,12,Alaska Airlines,153774
2010,12,All Nippon Airways,25640
2010,12,American Airlines,496948
2010,12,Asiana Airlines,17180
2010,12,British Airways,51624
2010,12,Cathay Pacific,78634
2010,12,China Airlines,40654
2010,12,Delta Air Lines,461374
2010,12,EVA Airways,43310
2010,12,Emirates,39910
2010,12,Frontier Airlines,61848
2010,12,Hawaiian Airlines,34320
2010,12,Horizon Air,28058
2010,12,Japan Airlines,22412
2010,12,JetBlue Airways,123364
2010,12,KLM Royal Dutch Airlines,28964
2010,12,Korean Air Lines,16154
2010,12,LAN Peru,12468
2010,12,Lufthansa German Airlines,65444
2010,12,Mesa Airlines,19576
2010,12,Philippine Airlines,41668
2010,12,Qantas Airways,19686
2010,12,Singapore Airlines,56172
2010,12,SkyWest Airlines,553242
2010,12,Southwest Airlines,517232
2010,12,Sun Country Airlines,18640
2010,12,Swiss International,20406
2010,12,"TACA International Airlines, S.A.",23562
2010,12,US Airways,248412
2010,12,United Airlines,254574
2010,12,United Airlines - Pre 07/01/2013,2055406
2010,12,Virgin America,442772
2010,12,Virgin Atlantic,26360
2011,01,Aeromexico,12100
2011,01,Air Canada,74224
2011,01,Air China,28704
2011,01,Air France,29456
2011,01,Air New Zealand,33342
2011,01,AirTran Airways,33418
2011,01,Alaska Airlines,142240
2011,01,All Nippon Airways,27066
2011,01,American Airlines,449242
2011,01,Asiana Airlines,17696
2011,01,British Airways,61512
2011,01,Cathay Pacific,83518
2011,01,China Airlines,40636
2011,01,Delta Air Lines,400592
2011,01,EVA Airways,49462
2011,01,Emirates,37520
2011,01,Frontier Airlines,56096
2011,01,Hawaiian Airlines,27016
2011,01,Horizon Air,27044
2011,01,Japan Airlines,22000
2011,01,JetBlue Airways,115766
2011,01,KLM Royal Dutch Airlines,26724
2011,01,Korean Air Lines,18416
2011,01,LAN Peru,13134
2011,01,Lufthansa German Airlines,70268
2011,01,Mesa Airlines,17898
2011,01,Philippine Airlines,48704
2011,01,Qantas Airways,20704
2011,01,Servisair,160
2011,01,Singapore Airlines,59968
2011,01,SkyWest Airlines,551486
2011,01,Southwest Airlines,455938
2011,01,Sun Country Airlines,1846
2011,01,Swiss International,19774
2011,01,"TACA International Airlines, S.A.",22252
2011,01,US Airways,217816
2011,01,United Airlines,225984
2011,01,United Airlines - Pre 07/01/2013,1828952
2011,01,Virgin America,370968
2011,01,Virgin Atlantic,27978
2011,02,Aeromexico,9938
2011,02,Air Canada,69112
2011,02,Air China,23934
2011,02,Air France,23984
2011,02,Air New Zealand,28076
2011,02,AirTran Airways,26406
2011,02,Alaska Airlines,137332
2011,02,All Nippon Airways,22586
2011,02,American Airlines,410374
2011,02,Asiana Airlines,15722
2011,02,British Airways,52094
2011,02,Cathay Pacific,66514
2011,02,China Airlines,29656
2011,02,Delta Air Lines,356718
2011,02,EVA Airways,36248
2011,02,Emirates,30706
2011,02,Frontier Airlines,48362
2011,02,Hawaiian Airlines,24830
2011,02,Horizon Air,24948
2011,02,Japan Airlines,18230
2011,02,JetBlue Airways,106502
2011,02,KLM Royal Dutch Airlines,22578
2011,02,Korean Air Lines,15246
2011,02,LAN Peru,11788
2011,02,Lufthansa German Airlines,57636
2011,02,Mesa Airlines,15956
2011,02,Philippine Airlines,39800
2011,02,Qantas Airways,14690
2011,02,Singapore Airlines,45160
2011,02,SkyWest Airlines,535768
2011,02,Southwest Airlines,421594
2011,02,Swiss International,16602
2011,02,"TACA International Airlines, S.A.",17106
2011,02,US Airways,189506
2011,02,United Airlines,191098
2011,02,United Airlines - Pre 07/01/2013,1671708
2011,02,Virgin America,368926
2011,02,Virgin Atlantic,23900
2011,03,Aeromexico,10980
2011,03,Air Canada,81236
2011,03,Air China,28750
2011,03,Air France,32600
2011,03,Air New Zealand,27756
2011,03,AirTran Airways,54388
2011,03,Alaska Airlines,157800
2011,03,All Nippon Airways,20018
2011,03,American Airlines,511356
2011,03,Asiana Airlines,17464
2011,03,British Airways,64466
2011,03,Cathay Pacific,83432
2011,03,China Airlines,36604
2011,03,Delta Air Lines,455582
2011,03,EVA Airways,42602
2011,03,Emirates,35116
2011,03,Frontier Airlines,62466
2011,03,Hawaiian Airlines,30024
2011,03,Horizon Air,24964
2011,03,Japan Airlines,18472
2011,03,JetBlue Airways,127140
2011,03,KLM Royal Dutch Airlines,32350
2011,03,Korean Air Lines,17188
2011,03,LAN Peru,13406
2011,03,Lufthansa German Airlines,68676
2011,03,Mesa Airlines,18848
2011,03,Miami Air International,162
2011,03,Philippine Airlines,39684
2011,03,Qantas Airways,15100
2011,03,Servisair,256
2011,03,Singapore Airlines,52488
2011,03,SkyWest Airlines,601056
2011,03,Southwest Airlines,483358
2011,03,Swiss International,20392
2011,03,"TACA International Airlines, S.A.",21562
2011,03,US Airways,237590
2011,03,United Airlines,229942
2011,03,United Airlines - Pre 07/01/2013,1992632
2011,03,Virgin America,458258
2011,03,Virgin Atlantic,32246
2011,04,Aeromexico,11484
2011,04,Air Canada,80704
2011,04,Air China,27892
2011,04,Air France,47972
2011,04,Air New Zealand,27192
2011,04,AirTran Airways,60808
2011,04,Alaska Airlines,168352
2011,04,All Nippon Airways,19210
2011,04,American Airlines,531270
2011,04,Asiana Airlines,22568
2011,04,British Airways,71796
2011,04,Cathay Pacific,80932
2011,04,China Airlines,37408
2011,04,Delta Air Lines,447378
2011,04,EVA Airways,39388
