Year,Month,Operating_Airline,Passenger_Count
2005,07,ATA Airlines,123634
2005,07,Air Canada,138492
2005,07,Air China,23526
2005,07,Air France,47376
2005,07,Air New Zealand,19920
2005,07,AirTran Airways,32078
2005,07,Alaska Airlines,231586
2005,07,All Nippon Airways,25278
2005,07,American Airlines,654934
2005,07,American Eagle Airlines,21412
2005,07,Asiana Airlines,19570
2005,07,Atlantic Southeast Airlines,6072
2005,07,BelAir Airlines,1740
2005,07,British Airways,84636
2005,07,Cathay Pacific,41276
2005,07,China Airlines,49786
2005,07,Delta Air Lines,382602
2005,07,EVA Airways,52548
2005,07,Frontier Airlines,75204
2005,07,Hawaiian Airlines,30474
2005,07,Horizon Air,21082
2005,07,Icelandair (Inactive),17762
2005,07,Independence Air,43620
2005,07,Japan Airlines,36562
2005,07,KLM Royal Dutch Airlines,39130
2005,07,Korean Air Lines,23598
2005,07,Lufthansa German Airlines,85800
2005,07,Mesa Airlines,10342
2005,07,Mexicana Airlines,31192
2005,07,Midwest Airlines,10070
2005,07,Northwest Airlines (became Delta),280126
2005,07,Philippine Airlines,46194
2005,07,Singapore Airlines,73346
2005,07,SkyWest Airlines,452942
2005,07,Sun Country Airlines,19222
2005,07,"TACA International Airlines, S.A.",26710
2005,07,US Airways,336788
2005,07,United Airlines,246234
2005,07,United Airlines - Pre 07/01/2013,2534382
2005,07,Virgin Atlantic,44910
2005,07,WestJet Airlines,9382
2005,08,ATA Airlines,119438
2005,08,Air Canada,137966
2005,08,Air China,16254
2005,08,Air France,45922
2005,08,Air New Zealand,17356
2005,08,AirTran Airways,31066
2005,08,Alaska Airlines,237250
2005,08,All Nippon Airways,25410
2005,08,American Airlines,639528
2005,08,American Eagle Airlines,20198
2005,08,Asiana Airlines,14950
2005,08,Atlantic Southeast Airlines,6590
2005,08,BelAir Airlines,2208
2005,08,Boeing Company,36
2005,08,British Airways,80792
2005,08,Cathay Pacific,41606
2005,08,China Airlines,51164
2005,08,Delta Air Lines,389006
2005,08,EVA Airways,50948
2005,08,Frontier Airlines,68590
2005,08,Hawaiian Airlines,31348
2005,08,Horizon Air,21680
2005,08,Icelandair (Inactive),18092
2005,08,Independence Air,38082
2005,08,Japan Airlines,34418
2005,08,KLM Royal Dutch Airlines,39094
2005,08,Korean Air Lines,32040
2005,08,Lufthansa German Airlines,86786
2005,08,Mesa Airlines,10542
2005,08,Mexicana Airlines,26204
2005,08,Midwest Airlines,9868
2005,08,Northwest Airlines (became Delta),253608
2005,08,Philippine Airlines,43148
2005,08,Singapore Airlines,72620
2005,08,SkyWest Airlines,454066
2005,08,Sun Country Airlines,18874
2005,08,"TACA International Airlines, S.A.",24970
2005,08,US Airways,336328
2005,08,United Airlines,247280
2005,08,United Airlines - Pre 07/01/2013,2543790
2005,08,Virgin Atlantic,43514
2005,08,WestJet Airlines,9102
2005,09,ATA Airlines,80588
2005,09,Air Canada,101186
2005,09,Air China,17968
2005,09,Air France,44136
2005,09,Air New Zealand,17720
2005,09,AirTran Airways,27726
2005,09,Alaska Airlines,195810
2005,09,All Nippon Airways,23670
2005,09,American Airlines,541974
2005,09,American Eagle Airlines,16812
2005,09,Asiana Airlines,19864
2005,09,BelAir Airlines,846
2005,09,British Airways,82180
2005,09,Cathay Pacific,36488
2005,09,China Airlines,37280
2005,09,Delta Air Lines,340502
2005,09,EVA Airways,41366
2005,09,Frontier Airlines,52830
2005,09,Hawaiian Airlines,30718
2005,09,Horizon Air,18098
2005,09,Icelandair (Inactive),7346
2005,09,Independence Air,21442
2005,09,Japan Airlines,30702
2005,09,KLM Royal Dutch Airlines,38150
2005,09,Korean Air Lines,15584
2005,09,Lufthansa German Airlines,83828
2005,09,Mesa Airlines,7064
2005,09,Mexicana Airlines,17618
2005,09,Midwest Airlines,11560
2005,09,Northwest Airlines (became Delta),213342
2005,09,Philippine Airlines,32396
2005,09,Singapore Airlines,59020
2005,09,SkyWest Airlines,423800
2005,09,Sun Country Airlines,14556
2005,09,"TACA International Airlines, S.A.",14638
2005,09,US Airways,284234
2005,09,United Airlines,198454
2005,09,United Airlines - Pre 07/01/2013,2226102
2005,09,Virgin Atlantic,45414
2005,09,WestJet Airlines,8094
2005,10,ATA Airlines,86870
2005,10,Air Canada,89912
2005,10,Air China,18088
2005,10,Air France,42622
2005,10,Air New Zealand,15888
2005,10,AirTran Airways,27358
2005,10,Alaska Airlines,195052
2005,10,All Nippon Airways,23340
2005,10,American Airlines,553284
2005,10,American Eagle Airlines,18386
2005,10,Asiana Airlines,20166
2005,10,British Airways,76882
2005,10,Cathay Pacific,41354
2005,10,China Airlines,38346
2005,10,Delta Air Lines,337650
2005,10,EVA Airways,42866
2005,10,Frontier Airlines,50150
2005,10,Hawaiian Airlines,29036
2005,10,Horizon Air,17132
2005,10,Icelandair (Inactive),3568
2005,10,Independence Air,17992
2005,10,Japan Airlines,30142
2005,10,KLM Royal Dutch Airlines,36992
2005,10,Korean Air Lines,15854
2005,10,Lufthansa German Airlines,80636
2005,10,Mesa Airlines,6474
2005,10,Mexicana Airlines,24224
2005,10,Miami Air International,56
2005,10,Midwest Airlines,9156
2005,10,Northwest Airlines (became Delta),217344
2005,10,Philippine Airlines,43866
2005,10,Singapore Airlines,63888
2005,10,SkyWest Airlines,447652
2005,10,Sun Country Airlines,13912
2005,10,"TACA International Airlines, S.A.",15128
2005,10,US Airways,294074
2005,10,United Airlines,208722
2005,10,United Airlines - Pre 07/01/2013,2243090
2005,10,Virgin Atlantic,38710
2005,10,WestJet Airlines,5568
2005,11,ATA Airlines,75420
2005,11,Air Canada,72574
2005,11,Air China,17398
2005,11,Air France,29390
2005,11,Air New Zealand,17336
2005,11,AirTran Airways,23642
2005,11,Alaska Airlines,213464
2005,11,All Nippon Airways,21570
2005,11,American Airlines,534148
2005,11,American Eagle Airlines,17598
2005,11,Asiana Airlines,18766
2005,11,British Airways,61636
2005,11,Cathay Pacific,40174
2005,11,China Airlines,38376
2005,11,Delta Air Lines,310466
2005,11,EVA Airways,45010
2005,11,Frontier Airlines,52004
2005,11,Hawaiian Airlines,27974
2005,11,Horizon Air,17622
2005,11,Independence Air,6690
2005,11,Japan Airlines,30056
2005,11,KLM Royal Dutch Airlines,29290
2005,11,Korean Air Lines,17846
2005,11,Lufthansa German Airlines,61060
2005,11,Mesa Airlines,5284
2005,11,Mexicana Airlines,27230
2005,11,Midwest Airlines,8010
2005,11,Northwest Airlines (became Delta),206446
2005,11,Philippine Airlines,34404
2005,11,Singapore Airlines,62914
2005,11,SkyWest Airlines,399230
2005,11,Sun Country Airlines,15358
2005,11,"TACA International Airlines, S.A.",16728
2005,11,US Airways,248084
2005,11,United Airlines,189542
2005,11,United Airlines - Pre 07/01/2013,2204434
2005,11,Virgin Atlantic,32390
2005,11,WestJet Airlines,5102
2005,12,ATA Airlines,69130
2005,12,Air Canada,77362
2005,12,Air Canada Jazz,2126
2005,12,Air China,15608
2005,12,Air France,29228
2005,12,Air New Zealand,27758
2005,12,AirTran Airways,23382
2005,12,Alaska Airlines,212138
2005,12,All Nippon Airways,22500
2005,12,American Airlines,514956
2005,12,American Eagle Airlines,17472
2005,12,Asiana Airlines,19576
2005,12,British Airways,60658
2005,12,Cathay Pacific,40510
2005,12,China Airlines,42372
2005,12,Delta Air Lines,311846
2005,12,EVA Airways,46736
2005,12,Frontier Airlines,51808
2005,12,Hawaiian Airlines,29252
2005,12,Horizon Air,17150
2005,12,Japan Airlines,32572
2005,12,KLM Royal Dutch Airlines,29122
2005,12,Korean Air Lines,19150
2005,12,Lufthansa German Airlines,59290
2005,12,Mesa Airlines,5592
2005,12,Mexicana Airlines,32680
2005,12,Midwest Airlines,8586
2005,12,Northwest Airlines (became Delta),213724
2005,12,Philippine Airlines,40560
2005,12,Singapore Airlines,70148
2005,12,SkyWest Airlines,391064
2005,12,Sun Country Airlines,16928
2005,12,"TACA International Airlines, S.A.",25814
2005,12,US Airways,231844
2005,12,United Airlines,194398
2005,12,United Airlines - Pre 07/01/2013,2301870
2005,12,Virgin Atlantic,33954
2005,12,WestJet Airlines,4730
2006,01,ATA Airlines,57104
2006,01,Air Canada,74692
2006,01,Air Canada Jazz,1238
2006,01,Air China,13096
2006,01,Air France,29480
2006,01,Air New Zealand,28276
2006,01,AirTran Airways,16306
2006,01,Alaska Airlines,199876
2006,01,All Nippon Airways,25268
2006,01,American Airlines,457352
2006,01,American Eagle Airlines,14412
2006,01,Asiana Airlines,19708
2006,01,British Airways,63916
2006,01,Cathay Pacific,43708
2006,01,China Airlines,46506
2006,01,Delta Air Lines,243000
2006,01,EVA Airways,51254
2006,01,Frontier Airlines,46334
2006,01,Hawaiian Airlines,29466
2006,01,Horizon Air,14192
2006,01,Japan Airlines,33148
2006,01,KLM Royal Dutch Airlines,27858
2006,01,Korean Air Lines,22164
2006,01,Lufthansa German Airlines,60604
2006,01,Mesa Airlines,5088
2006,01,Mexicana Airlines,30712
2006,01,Midwest Airlines,8418
2006,01,Northwest Airlines (became Delta),180126
2006,01,Philippine Airlines,46714
2006,01,Singapore Airlines,73042
2006,01,SkyWest Airlines,391608
2006,01,Sun Country Airlines,9598
2006,01,"TACA International Airlines, S.A.",23116
2006,01,US Airways,220418
2006,01,United Airlines,166668
2006,01,United Airlines - Pre 07/01/2013,2085328
2006,01,Virgin Atlantic,35926
2006,01,WestJet Airlines,2058
2006,02,ATA Airlines,46732
2006,02,Air Canada,70656
2006,02,Air China,11258
2006,02,Air France,25944
2006,02,Air New Zealand,24674
2006,02,AirTran Airways,11830
2006,02,Alaska Airlines,183684
2006,02,All Nippon Airways,18728
2006,02,American Airlines,406898
2006,02,American Eagle Airlines,14804
2006,02,Asiana Airlines,16148
2006,02,British Airways,51732
2006,02,Cathay Pacific,37090
2006,02,China Airlines,37384
2006,02,Delta Air Lines,224664
2006,02,EVA Airways,44238
2006,02,Frontier Airlines,47040
2006,02,Hawaiian Airlines,26246
2006,02,Horizon Air,14698
2006,02,Japan Airlines,28560
2006,02,KLM Royal Dutch Airlines,23362
2006,02,Korean Air Lines,17850
2006,02,Lufthansa German Airlines,50782
2006,02,Mesa Airlines,4716
2006,02,Mexicana Airlines,26790
2006,02,Midwest Airlines,8630
2006,02,Northwest Airlines (became Delta),163604
2006,02,Philippine Airlines,33252
2006,02,Singapore Airlines,58302
2006,02,SkyWest Airlines,388232
2006,02,Sun Country Airlines,8652
2006,02,"TACA International Airlines, S.A.",16228
2006,02,US Airways,206486
2006,02,United Airlines,147242
2006,02,United Airlines - Pre 07/01/2013,1920128
2006,02,Virgin Atlantic,28784
2006,03,ATA Airlines,54748
2006,03,Air Canada,89856
2006,03,Air China,17328
2006,03,Air France,35126
2006,03,Air New Zealand,25994
2006,03,AirTran Airways,17998
2006,03,Alaska Airlines,214262
2006,03,All Nippon Airways,22622
2006,03,American Airlines,501056
2006,03,American Eagle Airlines,17972
2006,03,Asiana Airlines,17756
2006,03,British Airways,70270
2006,03,Cathay Pacific,44188
2006,03,China Airlines,43676
2006,03,Delta Air Lines,306130
2006,03,EVA Airways,48062
2006,03,Frontier Airlines,61172
2006,03,Hawaiian Airlines,29006
2006,03,Horizon Air,18684
2006,03,Japan Airlines,31936
2006,03,KLM Royal Dutch Airlines,33032
2006,03,Korean Air Lines,17930
2006,03,Lufthansa German Airlines,65348
2006,03,Mesa Airlines,5882
2006,03,Mexicana Airlines,28110
2006,03,Midwest Airlines,11760
2006,03,Northwest Airlines (became Delta),200308
2006,03,Philippine Airlines,39428
2006,03,Qantas Airways,2174
2006,03,Singapore Airlines,60888
2006,03,SkyWest Airlines,457364
2006,03,Sun Country Airlines,13790
2006,03,"TACA International Airlines, S.A.",17662
2006,03,US Airways,240664
2006,03,United Airlines,187034
2006,03,United Airlines - Pre 07/01/2013,2331280
2006,03,Virgin Atlantic,37060
2006,04,ATA Airlines,52458
2006,04,Air Canada,92732
2006,04,Air China,18378
2006,04,Air France,45808
2006,04,Air New Zealand,20998
2006,04,AirTran Airways,29418
2006,04,Alaska Airlines,207096
2006,04,All Nippon Airways,21640
2006,04,American Airlines,565676
2006,04,American Eagle Airlines,17198
2006,04,Asiana Airlines,17740
2006,04,British Airways,80078
2006,04,Cathay Pacific,41736
2006,04,China Airlines,42576
2006,04,Delta Air Lines,316722
2006,04,EVA Airways,46216
2006,04,Frontier Airlines,65006
2006,04,Hawaiian Airlines,27830
2006,04,Horizon Air,16562
2006,04,Japan Airlines,29138
2006,04,KLM Royal Dutch Airlines,32710
2006,04,Korean Air Lines,19762
2006,04,Lufthansa German Airlines,79780
2006,04,Mesa Airlines,4772
2006,04,Mexicana Airlines,33698
2006,04,Midwest Airlines,23530
2006,04,Northwest Airlines (became Delta),209742
2006,04,Philippine Airlines,47802
2006,04,Qantas Airways,14160
2006,04,Singapore Airlines,61078
2006,04,SkyWest Airlines,429606
2006,04,Sun Country Airlines,14112
2006,04,"TACA International Airlines, S.A.",17872
2006,04,US Airways,262432
2006,04,United Airlines,197974
2006,04,United Airlines - Pre 07/01/2013,2300286
2006,04,Virgin Atlantic,42264
2006,05,ATA Airlines,380
2006,05,Air Canada,98676
2006,05,Air China,21040
2006,05,Air France,47770
2006,05,Air New Zealand,17774
2006,05,AirTran Airways,30856
2006,05,Alaska Airlines,213806
2006,05,All Nippon Airways,24864
2006,05,American Airlines,573308
2006,05,American Eagle Airlines,16912
2006,05,Ameriflight,16
2006,05,Asiana Airlines,17262
2006,05,British Airways,78454
2006,05,Cathay Pacific,44082
2006,05,China Airlines,44082
2006,05,Delta Air Lines,289254
2006,05,EVA Airways,46860
2006,05,Frontier Airlines,75556
2006,05,Hawaiian Airlines,29024
2006,05,Horizon Air,18238
2006,05,Icelandair (Inactive),3934
2006,05,Japan Airlines,32030
2006,05,KLM Royal Dutch Airlines,33204
2006,05,Korean Air Lines,23836
2006,05,Lufthansa German Airlines,83062
2006,05,Mesa Airlines,5384
2006,05,Mexicana Airlines,27412
2006,05,Midwest Airlines,12954
2006,05,Northwest Airlines (became Delta),223366
2006,05,Philippine Airlines,49104
2006,05,Qantas Airways,13514
2006,05,Singapore Airlines,66348
2006,05,SkyWest Airlines,461864
2006,05,Spirit Airlines,3032
2006,05,Sun Country Airlines,14336
2006,05,"TACA International Airlines, S.A.",17708
2006,05,US Airways,293376
2006,05,United Airlines,205222
2006,05,United Airlines - Pre 07/01/2013,2359198
2006,05,Virgin Atlantic,40902
2006,06,Air Canada,119264
2006,06,Air Canada Jazz,462
2006,06,Air China,23276
2006,06,Air France,47754
2006,06,Air New Zealand,26666
2006,06,AirTran Airways,42382
2006,06,Alaska Airlines,224962
2006,06,All Nippon Airways,27760
2006,06,American Airlines,618446
2006,06,American Eagle Airlines,20624
2006,06,Ameriflight,20
2006,06,Asiana Airlines,18376
2006,06,BelAir Airlines,310
2006,06,British Airways,81428
2006,06,Cathay Pacific,44498
2006,06,China Airlines,45110
2006,06,Delta Air Lines,338316
2006,06,EVA Airways,51874
2006,06,Frontier Airlines,71472
2006,06,Hawaiian Airlines,28804
2006,06,Horizon Air,19206
2006,06,Icelandair (Inactive),14360
2006,06,Japan Airlines,35286
2006,06,KLM Royal Dutch Airlines,33116
2006,06,Korean Air Lines,27740
2006,06,Lufthansa German Airlines,82888
2006,06,Mesa Airlines,4138
2006,06,Mexicana Airlines,31464
2006,06,Midwest Airlines,27658
2006,06,Northwest Airlines (became Delta),286914
2006,06,Philippine Airlines,45424
2006,06,Qantas Airways,22940
2006,06,Singapore Airlines,71898
2006,06,SkyWest Airlines,444240
2006,06,Spirit Airlines,12884
2006,06,Sun Country Airlines,17108
2006,06,"TACA International Airlines, S.A.",19552
2006,06,US Airways,324538
2006,06,United Airlines,247402
2006,06,United Airlines - Pre 07/01/2013,2498298
2006,06,Virgin Atlantic,43934
2006,07,Air Canada,152992
2006,07,Air Canada Jazz,1294
2006,07,Air China,23286
2006,07,Air France,49900
2006,07,Air New Zealand,30786
2006,07,AirTran Airways,46496
2006,07,Alaska Airlines,229046
2006,07,All Nippon Airways,25490
2006,07,American Airlines,654140
2006,07,American Eagle Airlines,19760
2006,07,Asiana Airlines,17676
2006,07,BelAir Airlines,1540
2006,07,British Airways,83198
2006,07,Cathay Pacific,45586
2006,07,China Airlines,45212
2006,07,Delta Air Lines,352534
2006,07,EVA Airways,55996
2006,07,Frontier Airlines,98154
2006,07,Hawaiian Airlines,29846
2006,07,Horizon Air,19238
2006,07,Icelandair (Inactive),17576
2006,07,Japan Airlines,37526
2006,07,KLM Royal Dutch Airlines,31604
2006,07,Korean Air Lines,26510
2006,07,Lufthansa German Airlines,86564
2006,07,Mexicana Airlines,36430
2006,07,Midwest Airlines,29656
2006,07,Northwest Airlines (became Delta),308296
2006,07,Philippine Airlines,47424
2006,07,Qantas Airways,31708
2006,07,Singapore Airlines,74952
2006,07,SkyWest Airlines,460886
2006,07,Spirit Airlines,14538
2006,07,Sun Country Airlines,18432
2006,07,"TACA International Airlines, S.A.",24918
2006,07,US Airways,335298
2006,07,United Airlines,262194
2006,07,United Airlines - Pre 07/01/2013,2583508
2006,07,Virgin Atlantic,45020
2006,08,Air Canada,156204
2006,08,Air Canada Jazz,1008
2006,08,Air China,22938
2006,08,Air France,47362
2006,08,Air New Zealand,28260
2006,08,AirTran Airways,54260
2006,08,Alaska Airlines,228778
2006,08,All Nippon Airways,25958
2006,08,American Airlines,617646
2006,08,American Eagle Airlines,18630
2006,08,Ameriflight,14
2006,08,Asiana Airlines,18570
2006,08,BelAir Airlines,3002
2006,08,British Airways,75666
2006,08,Cathay Pacific,41818
2006,08,China Airlines,43754
2006,08,Delta Air Lines,346630
2006,08,EVA Airways,53578
2006,08,Frontier Airlines,95746
2006,08,Hawaiian Airlines,29428
2006,08,Horizon Air,19506
2006,08,Icelandair (Inactive),19140
2006,08,Japan Airlines,36922
2006,08,KLM Royal Dutch Airlines,33664
2006,08,Korean Air Lines,27272
2006,08,Lufthansa German Airlines,85978
2006,08,Mexicana Airlines,31808
2006,08,Midwest Airlines,29034
2006,08,Northwest Airlines (became Delta),286464
2006,08,Philippine Airlines,43538
2006,08,Qantas Airways,20418
2006,08,Singapore Airlines,72008
2006,08,SkyWest Airlines,458902
2006,08,Spirit Airlines,14474
2006,08,Sun Country Airlines,18220
2006,08,"TACA International Airlines, S.A.",22370
2006,08,US Airways,339460
2006,08,United Airlines,262204
2006,08,United Airlines - Pre 07/01/2013,2513240
2006,08,Virgin Atlantic,43514
2006,08,Xtra Airways,292
2006,09,Air Canada,100314
2006,09,Air Canada Jazz,1220
2006,09,Air China,22308
2006,09,Air France,44606
2006,09,Air New Zealand,25990
2006,09,AirTran Airways,36134
2006,09,Alaska Airlines,196546
2006,09,All Nippon Airways,24360
2006,09,American Airlines,539126
2006,09,American Eagle Airlines,14574
2006,09,Ameriflight,16
2006,09,Asiana Airlines,16762
2006,09,Atlantic Southeast Airlines,5624
2006,09,BelAir Airlines,358
2006,09,British Airways,80250
2006,09,Cathay Pacific,37684
2006,09,China Airlines,34736
2006,09,Delta Air Lines,253560
2006,09,EVA Airways,42750
2006,09,Frontier Airlines,74556
2006,09,Hawaiian Airlines,27734
2006,09,Horizon Air,17786
2006,09,Icelandair (Inactive),7374
2006,09,Japan Airlines,31614
2006,09,KLM Royal Dutch Airlines,32628
2006,09,Korean Air Lines,16542
2006,09,Lufthansa German Airlines,81854
2006,09,Mesa Airlines,532
2006,09,Mexicana Airlines,20352
2006,09,Midwest Airlines,24440
2006,09,Northwest Airlines (became Delta),227110
2006,09,Philippine Airlines,32750
2006,09,Qantas Airways,13796
2006,09,Singapore Airlines,58736
2006,09,SkyWest Airlines,426500
2006,09,Spirit Airlines,11618
2006,09,Sun Country Airlines,14106
2006,09,"TACA International Airlines, S.A.",12472
2006,09,US Airways,285824
2006,09,United Airlines,214782
2006,09,United Airlines - Pre 07/01/2013,2286954
2006,09,Virgin Atlantic,43222
2006,10,Air Canada,91472
2006,10,Air Canada Jazz,890
2006,10,Air China,22684
2006,10,Air France,43508
2006,10,Air New Zealand,25926
2006,10,AirTran Airways,37342
2006,10,Alaska Airlines,204720
2006,10,All Nippon Airways,25708
2006,10,American Airlines,578944
2006,10,American Eagle Airlines,15488
2006,10,Asiana Airlines,18050
2006,10,Atlantic Southeast Airlines,6018
2006,10,British Airways,78024
2006,10,Cathay Pacific,40424
2006,10,China Airlines,39940
2006,10,Delta Air Lines,265508
2006,10,EVA Airways,53578
2006,10,Frontier Airlines,75340
2006,10,Hawaiian Airlines,29662
2006,10,Horizon Air,17616
2006,10,Icelandair (Inactive),2836
2006,10,Japan Airlines,34186
2006,10,KLM Royal Dutch Airlines,32838
2006,10,Korean Air Lines,16692
2006,10,Lufthansa German Airlines,82240
2006,10,Mexicana Airlines,23886
2006,10,Midwest Airlines,12086
2006,10,Northwest Airlines (became Delta),241728
2006,10,Philippine Airlines,38568
2006,10,Qantas Airways,14344
2006,10,Singapore Airlines,61142
2006,10,SkyWest Airlines,450398
2006,10,Spirit Airlines,13374
2006,10,Sun Country Airlines,14016
2006,10,"TACA International Airlines, S.A.",12958
2006,10,US Airways,291164
2006,10,United Airlines,223432
2006,10,United Airlines - Pre 07/01/2013,2393826
2006,10,Virgin Atlantic,39362
2006,11,ATA Airlines,170
2006,11,Air Canada,76112
2006,11,Air China,20490
2006,11,Air France,26494
2006,11,Air New Zealand,24528
2006,11,AirTran Airways,29554
2006,11,Alaska Airlines,250408
2006,11,All Nippon Airways,23970
2006,11,American Airlines,546644
2006,11,American Eagle Airlines,12978
2006,11,Ameriflight,4
2006,11,Asiana Airlines,16856
2006,11,Atlantic Southeast Airlines,5370
2006,11,British Airways,59232
2006,11,Cathay Pacific,40878
2006,11,China Airlines,41388
2006,11,Delta Air Lines,234504
2006,11,EVA Airways,47558
2006,11,Evergreen International Airlines,8
2006,11,Frontier Airlines,79344
2006,11,Hawaiian Airlines,28058
2006,11,Horizon Air,17528
2006,11,Japan Airlines,30708
2006,11,KLM Royal Dutch Airlines,30060
2006,11,Korean Air Lines,15890
2006,11,Lufthansa German Airlines,73276
2006,11,Mexicana Airlines,25434
2006,11,Midwest Airlines,11178
2006,11,Northwest Airlines (became Delta),203468
2006,11,Philippine Airlines,37978
2006,11,Qantas Airways,13250
2006,11,Singapore Airlines,60746
2006,11,SkyWest Airlines,411238
2006,11,Spirit Airlines,12736
2006,11,Sun Country Airlines,13984
2006,11,"TACA International Airlines, S.A.",16102
2006,11,US Airways,276626
2006,11,United Airlines,197528
2006,11,United Airlines - Pre 07/01/2013,2263816
2006,11,Virgin Atlantic,31680
2006,12,Air Canada,83986
2006,12,Air China,18846
2006,12,Air France,28034
2006,12,Air New Zealand,35248
2006,12,AirTran Airways,27976
2006,12,Alaska Airlines,248570
2006,12,All Nippon Airways,22258
2006,12,American Airlines,544856
2006,12,American Eagle Airlines,12138
2006,12,Ameriflight,16
2006,12,Asiana Airlines,17836
2006,12,Atlantic Southeast Airlines,8244
2006,12,British Airways,64594
2006,12,Cathay Pacific,41122
2006,12,China Airlines,44204
2006,12,Delta Air Lines,218518
2006,12,EVA Airways,53012
2006,12,Frontier Airlines,73542
2006,12,Hawaiian Airlines,27038
2006,12,Horizon Air,18132
2006,12,Japan Airlines,30608
2006,12,KLM Royal Dutch Airlines,30062
2006,12,Korean Air Lines,17478
2006,12,Lufthansa German Airlines,75636
2006,12,Mexicana Airlines,27846
2006,12,Midwest Airlines,10728
2006,12,Northwest Airlines (became Delta),212862
2006,12,Philippine Airlines,43808
2006,12,Qantas Airways,26308
2006,12,Singapore Airlines,69160
2006,12,SkyWest Airlines,417730
2006,12,Sun Country Airlines,14848
2006,12,"TACA International Airlines, S.A.",21552
2006,12,US Airways,283788
2006,12,United Airlines,206414
2006,12,United Airlines - Pre 07/01/2013,2283400
2006,12,Virgin Atlantic,36002
2007,01,ATA Airlines,192
2007,01,Air Canada,76730
2007,01,Air China,18484
2007,01,Air France,27346
2007,01,Air New Zealand,38446
2007,01,AirTran Airways,16624
2007,01,Alaska Airlines,217820
2007,01,All Nippon Airways,22666
2007,01,American Airlines,483204
2007,01,American Eagle Airlines,11236
2007,01,Ameriflight,20
2007,01,Asiana Airlines,16956
2007,01,Atlantic Southeast Airlines,11140
2007,01,British Airways,65168
2007,01,Cathay Pacific,43336
2007,01,China Airlines,46742
2007,01,Delta Air Lines,183326
2007,01,EVA Airways,54582
2007,01,Frontier Airlines,69768
2007,01,Hawaiian Airlines,28636
2007,01,Horizon Air,16676
2007,01,Japan Airlines,35230
2007,01,KLM Royal Dutch Airlines,28514
2007,01,Korean Air Lines,17478
2007,01,Lufthansa German Airlines,75652
2007,01,Mesa Airlines,4002
2007,01,Mexicana Airlines,24696
2007,01,Midwest Airlines,10064
2007,01,Northwest Airlines (became Delta),183296
2007,01,Philippine Airlines,51844
2007,01,Qantas Airways,27808
2007,01,Singapore Airlines,70920
2007,01,SkyWest Airlines,417670
2007,01,Sun Country Airlines,10078
2007,01,"TACA International Airlines, S.A.",20426
2007,01,US Airways,254084
2007,01,United Airlines,180278
2007,01,United Airlines - Pre 07/01/2013,2115744
2007,01,Virgin Atlantic,37978
2007,02,Air Canada,76620
2007,02,Air China,16136
2007,02,Air France,24836
2007,02,Air New Zealand,29300
2007,02,AirTran Airways,12116
2007,02,Alaska Airlines,221362
2007,02,All Nippon Airways,20554
2007,02,American Airlines,447844
2007,02,American Eagle Airlines,10972
2007,02,Ameriflight,10
2007,02,Asiana Airlines,15632
2007,02,Atlantic Southeast Airlines,10396
2007,02,British Airways,50936
2007,02,Cathay Pacific,36360
2007,02,China Airlines,38458
2007,02,Delta Air Lines,176028
2007,02,EVA Airways,47658
2007,02,Frontier Airlines,73502
2007,02,Hawaiian Airlines,26486
2007,02,Horizon Air,16788
2007,02,Japan Airlines,29308
2007,02,KLM Royal Dutch Airlines,25206
2007,02,Korean Air Lines,15282
2007,02,Lufthansa German Airlines,66620
2007,02,Mesa Airlines,1492
2007,02,Mexicana Airlines,18384
2007,02,Midwest Airlines,8792
2007,02,Northwest Airlines (became Delta),170772
2007,02,Philippine Airlines,44162
2007,02,Qantas Airways,12588
2007,02,Singapore Airlines,58364
2007,02,SkyWest Airlines,384610
2007,02,Sun Country Airlines,7936
2007,02,"TACA International Airlines, S.A.",16120
2007,02,US Airways,224422
2007,02,United Airlines,160716
2007,02,United Airlines - Pre 07/01/2013,1982020
2007,02,Virgin Atlantic,31192
2007,03,Aeromexico,1048
2007,03,Air Canada,87858
2007,03,Air China,23010
2007,03,Air France,33186
2007,03,Air New Zealand,30872
2007,03,AirTran Airways,15246
2007,03,Alaska Airlines,262796
2007,03,All Nippon Airways,25098
2007,03,American Airlines,567160
2007,03,American Eagle Airlines,13526
2007,03,Asiana Airlines,19742
2007,03,Atlantic Southeast Airlines,13646
2007,03,British Airways,70096
2007,03,Cathay Pacific,44716
2007,03,China Airlines,44338
2007,03,Delta Air Lines,237550
2007,03,EVA Airways,55002
2007,03,Frontier Airlines,92064
2007,03,Hawaiian Airlines,30038
2007,03,Horizon Air,19326
2007,03,Japan Airlines,35386
2007,03,KLM Royal Dutch Airlines,36550
2007,03,Korean Air Lines,16782
2007,03,Lufthansa German Airlines,78172
2007,03,Mesa Airlines,4762
2007,03,Mexicana Airlines,22270
2007,03,Midwest Airlines,11764
2007,03,Northwest Airlines (became Delta),203530
2007,03,Philippine Airlines,48042
2007,03,Qantas Airways,15956
2007,03,Singapore Airlines,67434
2007,03,SkyWest Airlines,456248
2007,03,Sun Country Airlines,12962
2007,03,"TACA International Airlines, S.A.",18692
2007,03,US Airways,265910
2007,03,United Airlines,188462
2007,03,United Airlines - Pre 07/01/2013,2431666
2007,03,Virgin Atlantic,39264
2007,04,Air Canada,88340
2007,04,Air China,25260
2007,04,Air France,41766
